藥品代碼,藥品名稱,數量
N001595100,ALLOPURINOL ， 一般錠劑膠囊劑 ， 100.00 MG,0
N001655100,VITAMIN B1 10MG + VITAMIN B2 15MG + VITAMIN B6 2MG + VITAMIN B12 2MCG + NICOTINAMIDE 15MG + PANTOTHENIC ACID 5MG， 一般錠劑膠囊劑，,0
N001670100,NOSCAPINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
N001683100,VITAMIN B1 50MG + VITAMIN B2 2.5MG + VITAMIN B6 25MG + VITAMIN B12 250MCG， 一般錠劑膠囊劑，,0
N001706100,ALUMINUM HYDROXIDE ， 一般錠劑膠囊劑 ， 324.00 MG,0
N001707100,TRIAMCINOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,0
N001708100,ASCORBIC ACID (=VIT C) 10.000MG + CALCIUM 125.000MG + VITAMIN A 1250.000USP-U (USP UNIT) + NIACINAMIDE (=NICOTINAMIDE) 3.300MG + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 1.000MG + RIBOFLAVIN (=VIT B2) 0.350MG， 一般錠劑膠囊劑,0
N001728100,DIPHENHYDRAMINE ， 一般錠劑膠囊劑 ， 50.00 MG,1024132.2
N001730500,METRONIDAZOLE ， 陰道用錠劑膠囊劑 ， 250.00 MG,0
N001732100,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + PYRIDOXINE HCL 1.000MG + CYANOCOBALAMIN (=VIT B12) 1.000MCG + PANTOTHENATE CALCIUM 2.000MG， 一般錠劑膠囊劑,28
N001733100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,0
N001748100,METHYLMETHIONINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
N001758100,BUTYLSCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,15168.2
N001766100,VITAMIN B1 (THIAMINE) ， 一般錠劑膠囊劑 ， 50.00 MG,0
N001774100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 8.00 MG,0
N001778100,ESTRADIOL 10MCG + ETHISTERONE 10MG， 一般錠劑膠囊劑，,0
N001783100,PHENAZOPYRIDINE ， 一般錠劑膠囊劑 ， 50.00 MG,0
N001787100,PYRIDOXINE HCL 1.000MG + NIACINAMIDE (=NICOTINAMIDE) 15.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + CYANOCOBALAMIN (=VIT B12) 1.000MCG + INOSITOL (=MESO-INOSITOL) 5.000MG + ASCORBIC ACID (=VIT C) 10.000MG， 一般錠劑膠囊劑,0
N001808100,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,0
N001810100,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + PYRIDOXINE HCL 1.000MG + CYANOCOBALAMIN (=VIT B12) 1.000MCG + PANTOTHENATE CALCIUM 2.000MG， 一般錠劑膠囊劑,0
N001811100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,0
N001816100,MAGNESIUM HYDROXIDE ， 一般錠劑膠囊劑 ， 324.00 MG,0
N001821100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 50.00 MG,9
N001848100,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 5.000MG + NIACINAMIDE (=NICOTINAMIDE) 50.000MG + RIBOFLAVIN (=VIT B2) 10.000MG + PYRIDOXINE HCL 15.000MG + CYANOCOBALAMIN (=VIT B12) 3.000MCG + PANTOTHENATE CALCIUM 5.000MG， 一般錠劑膠囊劑,0
N001849100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 10.00 MG,825337.9
N001875100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 50.00 MG,0
N001878221,HISTIDINE ， 注射劑 ， 200.00 MG,11
N001890100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
N001922100,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,0
N001929100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,1011
N001943100,VITAMIN B2 (=RIBOFLAVIN) ， 一般錠劑膠囊劑 ， 10.00 MG,0
N001993209,CHLORPHENIRAMINE 4MG/ML + METHYLEPHEDRINE 5MG/ML + VITAMIN B2 3MG/ML + VITAMIN B6 5MG/ML， 注射劑， 1.00ML,22.5
N001997209,PROGESTERONE ， 注射劑 ， 25.00 MG,130.1
N002051212,VITAMIN B1 (THIAMINE) ， 注射劑 ， 10.00 MG,0
N002053100,PREDNISOLONE 5MG + CHLORPHENIRAMINE 2MG， 一般錠劑膠囊劑，,0
N002055212,DIPROPHYLLINE 300MG/ML + CAFFEINE 50MG/ML， 注射劑， 2.00ML,1
N002060100,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 10.000MG + NIACINAMIDE (=NICOTINAMIDE) 50.000MG + RIBOFLAVIN (=VIT B2) 10.000MG + PYRIDOXINE HCL 3.000MG + PANTOTHENATE CALCIUM 5.000MG， 一般錠劑膠囊劑,0
N002080221,THIOCTIC ACID ， 注射劑 ， 25.00 MG,0
N002087209,VITAMIN B12 ， 注射劑 ， 1000.00 MCG,0
N002087229,VITAMIN B12 ， 注射劑 ， 10000.00 MCG,0
N002087299,VITAMIN B12 ， 注射劑 ， 1000.00 MCG,0
N002089209,DEXTROMETHORPHAN 10MG/ML + DIPHENHYDRAMINE 5MG/ML， 注射劑， 1.00ML,2
N002116100,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,0
N002117100,VITAMIN C (=ASCORBIC ACID) ， 一般錠劑膠囊劑 ， 50.00 MG,0
N002118100,VITAMIN B1 (THIAMINE) ， 一般錠劑膠囊劑 ， 10.00 MG,0
N002123100,NIACINAMIDE (=NICOTINAMIDE) 10.000MG + VITAMIN A 4000.000USP-U (USP UNIT) + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 1.000MG + RIBOFLAVIN (=VIT B2) 1.200MG + PYRIDOXINE HCL 2.000MG + CYANOCOBALAMIN (=VIT B12) 2.000MCG， 一般錠劑膠囊劑,0
N002199100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,37717.6
N002213100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N002244100,SCOPOLIA EXTRACT 5MG + SODIUM BICARBONATE 250MG + GUAIFENESIN 60MG + GENTIAN 5MG， 一般錠劑膠囊劑，,0
N002253100,URSODEOXYCHOLIC ACID ， 一般錠劑膠囊劑 ， 50.00 MG,5055.4
N002274219,KANAMYCIN ， 注射劑 ， 1000.00 MG,0
N002360229,DEXAMETHASONE ， 注射劑 ， 40.00 MG,0
N002444100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,0
N002454100,VALETHAMATE ， 一般錠劑膠囊劑 ， 10.00 MG,0
N002460100,DIGOXIN ， 一般錠劑膠囊劑 ， 250.00 MCG,0
N002473100,INDOMETHACIN ， 一般錠劑膠囊劑 ， 25.00 MG,0
N002504100,VITAMIN C (=ASCORBIC ACID) ， 一般錠劑膠囊劑 ， 50.00 MG,0
N002509209,ESTRADIOL BENZOATE ， 注射劑 ， 5.00 MG,0
N002510238,METHIONINE DL- 25.000MG/ML + DEXTROSE MONOHYDRATE 2.000GM + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 0.250MG/ML + RIBOFLAVIN (=VIT B2) 0.100MG/ML， 注射劑,0
N002522100,THIAMINE NITRATE 10.000MG + NIACINAMIDE (=NICOTINAMIDE) 50.000MG + RIBOFLAVIN (=VIT B2) 10.000MG + PYRIDOXINE HCL 3.000MG + PANTOTHENATE CALCIUM 5.000MG， 一般錠劑膠囊劑,0
N002523238,DIPYRONE (=SULPYRIN ) 0.400GM + SODIUM SALICYLATE 0.400GM + CAFFEINE SODIUM BENZOATE 0.100GM + SODIUM BROMIDE 0.800GM + DEXTROSE 2.000GM， 注射劑,0
N002529100,VITAMIN B1 (THIAMINE) ， 一般錠劑膠囊劑 ， 100.00 MG,0
N002531100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N002533100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 50.00 MG,0
N002535100,VITAMIN A 5000UNIT+VITAMIN B1 3MG + VITAMIN B2 2MG + VITAMIN B6 0.2MG  + NICOTINAMIDE 10MG + PANTOTHENATE CALCIUM 2MG + VITAMIN C 30MG+ CALCIFEROL IN OIL 400UNIT+ FERROUS SULFATE 30.5MG， 一般錠劑膠囊劑,0
N002561199,CHLORAMPHENICOL ， 口服顆粒劑 ， 250.00 MG,0
N002564100,CHLORPHENIRAMINE 2MG + VITAMIN B2 1MG + VITAMIN B6 2MG， 一般錠劑膠囊劑，,0
N002573212,DEXTROMETHORPHAN 5MG/ML + CHLORPHENIRAMINE 2MG/ML +  METHYLEPHEDRINE 10MG/ML + GUAIFENESIN 20MG/ML±LIDOCAINE 15MG/ML， 注射劑， 2.00ML,0
N002586209,DIPHENHYDRAMINE ， 注射劑 ， 30.00 MG(= DIMENHYDRINATE 60.00MG),0
N002607100,INOSITOL (=MESO-INOSITOL) 5.000MG + METHIONINE DL- 5.000MG + CHOLINE BITARTRATE 5.000MG + FOLIC ACID 0.100MG + PANTOTHENATE CALCIUM 0.500MG + MENADIONE (=VIT K3) 0.200MG， 一般錠劑膠囊劑,0
N0026371G0,MECLIXINE 25MG + CHLORPHENIRAMINE 2MG + CAFFEINE 20MG + VITAMIN B6 2MG， 一般錠劑膠囊劑，,1200
N002638100,DIPHENHYDRAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,37607.1
N002643100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,878
N002654100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N002657229,VITAMIN B12 ， 注射劑 ， 10000.00 MCG,0
N002676100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 250.00 MG,976894.4
N002688321,HYDROCORTISONE ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,0
N002722151,IODINE 10GM/ML + POTASSIUM IODIDE 20GM/ML， 口服液劑， 60.00ML,0
N002739100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
N002803212,SULPYRIN 300MG/ML + CHLORPHENIRAMINE 5MG/ML + METHYLEPHEDRINE 40MG/ML， 注射劑， 2.00ML,0
N002816209,CHLORPHENIRAMINE ， 注射劑 ， 5.00 MG,0
N002893100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 2.50 MG,13366.7
N002894221,PROGESTERONE ， 注射劑 ， 125.00 MG,0
N002958277,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,26
N002967209,DIPHENHYDRAMINE ， 注射劑 ， 30.00 MG(= DIMENHYDRINATE 60.00MG),0
N002983221,VITAMIN B6 (=PYRIDOXINE) ， 注射劑 ， 250.00 MG,0
N003003221,LIDOCAINE ， 注射劑 ， 100.00 MG,0
N003063238,DEXTROSE 100MG/ML + CALCIUM CHLORIDE 20MG/ML， 注射劑， 20.00ML,8
N003074212,VITAMIN C (=ASCORBIC ACID) ， 注射劑 ， 200.00 MG,338
N003097100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,12
N003186100,GINGER OIL 1.600MG + CINNAMON OIL (=OLEUM CINNAMOMI) 1.200MG + CLOVE OIL 1.200MG + MENTHOL 4.000MG + ANISE OIL 1.200MG + ORANGE OIL 1.600MG， 一般錠劑膠囊劑,0
N003187209,VITAMIN B1 (THIAMINE) ， 注射劑 ， 100.00 MG,22
N003250100,TETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,0
N003266209,TESTOSTERONE PROPIONATE ， 注射劑 ， 25.00 MG,0
N003316100,HYDROCHLOROTHIAZIDE ， 一般錠劑膠囊劑 ， 25.00 MG,3623
N003335238,DEXTROSE ， 注射劑 ， 200.00  MG/ML ， 20.00 ML,159
N003340100,MECLIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
N003354100,HYDROXYZINE ， 一般錠劑膠囊劑 ， 25.00 MG,27327.5
N003376209,SCOPOLAMINE ， 注射劑 ， 20.00 MG,0
N003379100,BROMELAIN ， 一般錠劑膠囊劑 ， 50.00 MG,0
N003449100,EPHEDRINE ， 一般錠劑膠囊劑 ， 25.00 MG,48
N003457329,ZINC OXIDE ， 外用軟膏劑 ， 500.00  MG/GM ， 10.00 GM,0
N003516100,SCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
N003537335,PREDNISOLONE 1MG/GM + CHLORPHENIRAMINE 5MG/GM + HEXACHLOROPHENE 1MG/GM + VITAMIN A 100IU/GM + VITAMIN E 5MG/GM +ZINC OXIDE 50 MG/GM  + LIDOCAINE 10MG/GM + ALLANTOIN  4MG/GM + BENZOCAINE 25MG/GM + BISMUTH SUBNITRATE 30MG/GM + EPHEDRINE 1MG/GM， 外用軟膏劑， 15.00GM,0
N003608100,ACETAZOLAMIDE ， 一般錠劑膠囊劑 ， 250.00 MG,0
N003633100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
N0036331G0,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
N003659100,IMIPRAMINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
N003660100,ATROPINE ， 一般錠劑膠囊劑 ， 1000.00 MCG,0
N003675100,ATROPINE 19.4MCG + PHENOBARBITAL 16.2MG + HYOSCYAMINE 103.7MCG + HYOSCINE HYDROBROMIDE 6.5MCG， 一般錠劑膠囊劑，,0
N003727238,SODIUM SALICYLATE 400MG/ML + CAFFEINE 100MG/ML + SULPYRIN 400MG/ML， 注射劑， 20.00ML,0
N003729221,DIPHENHYDRAMINE 4MG/ML + CALCIUM BROMIDE 40MG/ML + VITAMIN B6 1MG/ML， 注射劑， 5.00ML,0
N003741238,SODIUM BICARBONATE ， 注射劑 ， 1.40 GM,0
N003841100,CHLORMEZANONE ， 一般錠劑膠囊劑 ， 100.00 MG,1601
N003880100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 8.00 MG,0
N003905100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
N003908100,CODEINE 5MG + TERPIN 10MG， 一般錠劑膠囊劑，,0
N003947100,TRIHEXYPHENIDYL ， 一般錠劑膠囊劑 ， 2.00 MG,0
N004003423,TRIAMCINOLONE 1MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 6.00GM,0
N004085100,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,0
N0040851G0,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,0
N004090100,ETHAMBUTOL ， 一般錠劑膠囊劑 ， 400.00 MG,0
N004120100,VITAMIN C (=ASCORBIC ACID) ， 一般錠劑膠囊劑 ， 100.00 MG,0
N004123100,BETAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
N004133238,DEXTROSE ， 注射劑 ， 200.00  MG/ML ， 20.00 ML,0
N004134100,DIPHENHYDRAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
N004183199,OPIUM CAMPHOR TINCTURE 0.12ML/ML + ANTIMONY POTASSIUM TARTRATE 0.24MG/ML + ETHYL NITRITE SPIRIT 0-0.03ML/ML + GLYCYRRHIZIC ACID 0.12ML/ML， 口服液劑， 1.00ML,0
N004193100,ALUMINUM ACETYLSALICYLA ， 一般錠劑膠囊劑 ， 400.00 MG,0
N004243100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,0
N004307100,ALUMINUM HYDROXIDE ， 一般錠劑膠囊劑 ， 300.00 MG,0
N004310100,VITAMIN B2 (=RIBOFLAVIN) ， 一般錠劑膠囊劑 ， 5.00 MG,0
N004385100,CHLORPROMAZINE ， 一般錠劑膠囊劑 ， 12.50 MG,0
N004441100,DICYCLOMINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N004442100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 5.00 MG,0
N004443100,PROCHLORPERAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N004445100,DICYCLOMINE 5MG + ALUMINUM HYDROXIDE 400MG， 一般錠劑膠囊劑，,0
N004446100,TRICHLORMETHIAZIDE ， 一般錠劑膠囊劑 ， 2.00 MG,0
N004462100,LACTIC ACID BACTERIA ， 一般錠劑膠囊劑 ， 10000.00 MG,0
N004463277,DEXTROSE 50MG/ML ± MULTIVITAMINES， 注射劑， 251-500ML,0
N004485100,CHLORPROMAZINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
N004487100,PAPAVERINE ， 一般錠劑膠囊劑 ， 15.00 MG,0
N004492100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N004497100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
N004501100,BISACODYL ， 一般錠劑膠囊劑 ， 5.00 MG,0
N004508100,DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUM SILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLL SODIUM COPPER 3MG， 一般錠劑膠囊劑，,0
N0045121G0,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,3030.5
N004549229,PROGESTERONE ， 注射劑 ， 500.00 MG,0
N004550321,LIDOCAINE 30MG/GM + CAMPHOR 5MG/GM + CHLORPHENIRAMINE 10MG/GM + HEXACHLOROPHENE 1MG/GM + MENTHOL 10MG/GM + METHYL SALICYLATE 10MG/GM， 外用軟膏劑， 5.00GM,1117626.1
N004564321,CHLORPHENIRAMINE ， 外用軟膏劑 ， 5.00  MG/GM ， 5.00 GM,0
N004707100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,0
N004716100,HYDROCHLOROTHIAZIDE ， 一般錠劑膠囊劑 ， 25.00 MG,0
N004766100,SCOPOLIA EXTRACT 2.000MG + COPTIS RHIZOMA POWDER 2.000MG + MENTHOL L- 0.600MG + PANTOTHENATE CALCIUM 4.000MG + TAURINE 20.000MG + GLYCYRRHIZA RADIX POWDER 10.000MG， 一般錠劑膠囊劑,0
N004781100,MECLIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,4898047.4
N004783100,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,0
N004835100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
N004844100,NALIDIXIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,0
N004899277,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,2
N004901209,ESTRADIOL 17-BETA- CYPIONATE 2MG/ML + TESTOSTERONE PROPIONATE 50MG/ML， 注射劑， 1.00ML,11
N004905299,VITAMIN B1 100MG/ML + VITAMIN B2 5MG/ML + VITAMIN B6 5MG/ML + NICOTINAMIDE 50MG/ML + PANTOTHENIC ACID 5MG/ML， 注射劑， 1.00ML,3
N004922229,AMINOPHYLLINE ， 注射劑 ， 250.00 MG,0
N004923212,DIPROPHYLLINE ， 注射劑 ， 300.00 MG,30
N004924209,EPHEDRINE ， 注射劑 ， 40.00 MG,0
N004959100,MECLIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,3929
N004963100,INOSITOL ， 一般錠劑膠囊劑 ， 200.00 MG,2108
N004997100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 10.00 MG,0
N005039100,CHLORDIAZEPOXIDE ， 一般錠劑膠囊劑 ， 10.00 MG,0
N005040100,PROCHLORPERAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N005042100,INDOMETHACIN ， 一般錠劑膠囊劑 ， 25.00 MG,0
N005051238,VITAMIN B1 (THIAMINE) ， 注射劑 ， 50.00 MG,0
N005052121,FOLIC ACID 0.500MG/GM + VITAMIN A 2500.000IU + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + THIAMINE MONONITRATE 1.000MG + RIBOFLAVIN (=VIT B2) 1.500MG + PYRIDOXINE HCL 1.000MG， 口服顆粒劑,0
N005069100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
N005081172,CASTOR OIL ， 內服液劑 ， 450.00 ML,0
N005081199,CASTOR OIL ， 內服液劑 ， 1.00 ML,0
N005088229,AMINOPHYLLINE ， 注射劑 ， 250.00 MG,0
N005124100,DIPHENHYDRAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,3378723.1
N005196209,DIPHENHYDRAMINE ， 注射劑 ， 30.00 MG(= DIMENHYDRINATE 60.00MG),20
N005199229,CALCIUM GLUCONATE ， 注射劑 ， 1.00 GM,1
N005206100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
N005210118,CALAMINE 20MG/ML + ZINC OXIDE 80MG/ML， 外用液劑， 3800.00ML,0
N005219100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,0
N005223100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,28607
N005234100,VITAMIN B2 (=RIBOFLAVIN) ， 一般錠劑膠囊劑 ， 5.00 MG,0
N005236100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N0052361G0,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,74536
N005245100,DIAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,0
N005328229,DEXAMETHASONE ， 注射劑 ， 40.00 MG,0
N005328299,DEXAMETHASONE ， 注射劑 ， 4.00 MG,5.4
N005333209,DEXAMETHASONE ， 注射劑 ， 1.00 MG,0
N005334238,DEXTROSE 50MG/ML + SODIUM CHLORIDE 9MG/ML， 注射劑， 20.00ML,5
N005334277,DEXTROSE ≦ 50MG/ML + SODIUM CHLORIDE 9MG/ML， 注射劑， 251-500 ML,0
N005337238,DEXTROSE ， 注射劑 ， 500.00  MG/ML ， 20.00 ML,14
N005337263,DEXTROSE 500 MG/ML ± MULTIVITAMINES ， 注射劑 ，200-250ML,148
N005339238,DEXTROSE ， 注射劑 ， 200.00  MG/ML ， 20.00 ML,13.5
N005359277,1.5% AMINO ACIDS+SORBITOL+ELECTROLYTES SOLUTIONS ， 注射劑 ， 1.50  %， 500.00 ML,0
N005363100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N005449100,SODIUM BICARBONATE ， 一般錠劑膠囊劑 ， 230.00 MG,0
N005454100,PROCHLORPERAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N005455100,VITAMIN B1 (THIAMINE) ， 一般錠劑膠囊劑 ， 100.00 MG,0
N005456100,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + YEAST (=TORULA YEAST) 150.000MG + RIBOFLAVIN (=VIT B2) 3.000MG + PYRIDOXINE HCL 0.250MG + PANTOTHENATE CALCIUM 2.000MG， 一般錠劑膠囊劑,0
N005461342,TETRACAINE 5MG/GM + NITROFURANTOIN 2MG/GM + PHENYLEPHRINE 2.5MG/GM， 外用軟膏劑， 28.00GM,11626.4
N005509100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 2.50 MG,0
N005516100,VITAMIN C (=ASCORBIC ACID) ， 一般錠劑膠囊劑 ， 50.00 MG,0
N005517100,VITAMIN B1 (THIAMINE) ， 一般錠劑膠囊劑 ， 10.00 MG,0
N005604100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,0
N005861100,ERGOTAMINE 0.3MG + BELLADONNA ALKALOID 0.1MG + PHENOBARBITAL 20MG， 一般錠劑膠囊劑，,0
N005881100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,9620
N005941100,ALUMINUM HYDROXIDE ， 一般錠劑膠囊劑 ， 325.00 MG,0
N006016100,AMPICILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
N006061209,ESTRADIOL 17-BETA- CYPIONATE ， 注射劑 ， 5.00 MG,23
N006067238,DEXTROSE ， 注射劑 ， 500.00  MG/ML ， 20.00 ML,0
N006148100,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,0
N006158100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
N006164100,MECLIZINE 12.5MG + CAFFEINE 10MG + VITAMIN B6 2MG， 一般錠劑膠囊劑，,5048.5
N006170100,ATROPINE 19.4MCG + PHENOBARBITAL 16.2MG + HYOSCYAMINE 103.7MCG + HYOSCINE HYDROBROMIDE 6.5MCG， 一般錠劑膠囊劑，,0
N006183100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
N006184100,TETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,0
N006253100,GLYCYRRHIZA EXTRACT 0.480ML + ANTIMONY POTASSIUM TARTRATE 0.960MG + CAMPHOR 1.920MG + BENZOIC ACID 1.920MG， 一般錠劑膠囊劑,0
N006263100,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,0
N006271100,COLCHICINE ， 一般錠劑膠囊劑 ， 500-650 MCG,144
N0062711G0,COLCHICINE ， 一般錠劑膠囊劑 ， 500-650 MCG,0
N006272100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
N006273100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 8.00 MG,0
N006279340,UNDECYLENIC ACID 50MG/GM + UNDECYLENATE ZINC 200MG/GM， 外用軟膏劑， 25.00GM,0
N006306100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
N006308100,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + RIBOFLAVIN (=VIT B2) 3.000MG + PYRIDOXINE HCL 0.250MG + PANTOTHENATE CALCIUM 2.000MG， 一般錠劑膠囊劑,0
N006309100,homatropine 1-1.25mg + aluminum hydroxide 0-300mg， 一般錠劑膠囊劑,0
N006450100,THIAMINE (=VITAMIN B1) 2.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + PYRIDOXINE 0.125MG + PANTOTHENATE CALCIUM 2.000MG， 一般錠劑膠囊劑,0
N006480238,DEXTROSE 400MG/ML + VITAMIN B1 5MG/ML， 注射劑， 20.00ML,0
N006487212,PROXYPHYLLINE ， 注射劑 ， 200.00 MG,0
N006488212,ESTRADIOL 1MG/ML + PROGESTERONE 10MG/ML， 注射劑， 2.00ML,0
N006494209,SPARTEINE ， 注射劑 ， 100.00 MG,0
N006511209,ESTRADIOL 17-BETA- CYPIONATE 2MG/ML + TESTOSTERONE PROPIONATE 50MG/ML， 注射劑， 1.00ML,1204
N006515238,METHIONINE 20MG/ML + VITAMIN B1 0.25MG/ML + VITAMIN B2 0.1MG/ML， 注射劑， 20.00ML,0
N006518100,CHLORAMPHENICOL ， 一般錠劑膠囊劑 ， 250.00 MG,0
